,index_name,index_value,Company Report Name,Year,Predicted_label,Score
772,BoardMembersDetails.Lim Chin Hu[7],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
773,BoardMembersDetails.Lim Chin Hu[8],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
774,BoardMembersDetails.Lim Chin Hu[9],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,9
775,BoardMembersDetails.Lim Chin Hu[10],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
776,BoardMembersDetails.Lim Chin Hu[11],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
777,BoardMembersDetails.Lim Sim Seng[0],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
778,BoardMembersDetails.Lim Sim Seng[1],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
779,BoardMembersDetails.Lim Sim Seng[2],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
780,BoardMembersDetails.Lim Sim Seng[3],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
781,BoardMembersDetails.Lim Sim Seng[4],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
782,BoardMembersDetails.Lim Sim Seng[5],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
783,BoardMembersDetails.Lim Sim Seng[6],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
784,BoardMembersDetails.Lim Sim Seng[7],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
785,BoardMembersDetails.Lim Sim Seng[8],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
786,BoardMembersDetails.Lim Sim Seng[9],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,9
787,BoardMembersDetails.Ng Bee Bee (May)[0],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,3
788,BoardMembersDetails.Ng Bee Bee (May)[2],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,4
789,BoardMembersDetails.Ng Bee Bee (May)[3],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
790,BoardMembersDetails.Ng Bee Bee (May)[4],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,4
791,BoardMembersDetails.Ng Bee Bee (May)[5],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
792,BoardMembersDetails.LG Ong Su Kiat Melvyn[0],8,ST-Engineering-Sustainability-Report-,2021,Board Composition,6
793,BoardMembersDetails.LG Ong Su Kiat Melvyn[1],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,6
794,BoardMembersDetails.LG Ong Su Kiat Melvyn[2],4,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
795,BoardMembersDetails.LG Ong Su Kiat Melvyn[3],5,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
796,BoardMembersDetails.LG Ong Su Kiat Melvyn[4],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,2
797,BoardMembersDetails.LG Ong Su Kiat Melvyn[5],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
798,BoardMembersDetails.Quek See Tiat[0],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
799,BoardMembersDetails.Quek See Tiat[1],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,9
800,BoardMembersDetails.Quek See Tiat[2],5,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
801,BoardMembersDetails.Quek See Tiat[3],5,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
802,BoardMembersDetails.Quek See Tiat[4],5,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
803,BoardMembersDetails.Quek See Tiat[5],5,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
804,BoardMembersDetails.Quek See Tiat[6],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,9
805,BoardMembersDetails.Quek See Tiat[7],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,9
806,BoardMembersDetails.Song Su-Min[0],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
807,BoardMembersDetails.Song Su-Min[1],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,6
808,BoardMembersDetails.Song Su-Min[2],5,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
809,BoardMembersDetails.Song Su-Min[3],5,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
810,BoardMembersDetails.Song Su-Min[4],5,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
811,BoardMembersDetails.Song Su-Min[5],5,ST-Engineering-Sustainability-Report-,2021,Board Composition,9
812,BoardMembersDetails.Song Su-Min[6],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,6
813,BoardMembersDetails.Song Su-Min[7],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
814,BoardMembersDetails.Tan Peng Yam[0],4,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
815,BoardMembersDetails.Tan Peng Yam[1],4,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
816,BoardMembersDetails.Tan Peng Yam[2],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
817,BoardMembersDetails.Teo Ming Kian[0],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
818,BoardMembersDetails.Teo Ming Kian[1],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
819,BoardMembersDetails.Teo Ming Kian[2],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
820,BoardMembersDetails.Teo Ming Kian[3],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,5
821,BoardMembersDetails.Teo Ming Kian[4],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
822,BoardMembersDetails.Teo Ming Kian[5],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
823,BoardMembersDetails.Teo Ming Kian[6],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
824,BoardMembersDetails.Teo Ming Kian[7],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
825,BoardMembersDetails.COL Cai Dexian[0],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
826,BoardMembersDetails.COL Cai Dexian[1],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
827,BoardMembersDetails.COL Xu Youfeng[0],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
828,BoardMembersDetails.COL Xu Youfeng[1],8,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
829,NumberOfMeetingsHeldInFY2021.Board,9,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
830,NumberOfMeetingsHeldInFY2021.AC,5,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
831,NumberOfMeetingsHeldInFY2021.ERCC,3,ST-Engineering-Sustainability-Report-,2021,Board Composition,5
832,NumberOfMeetingsHeldInFY2021.RD&T,1,ST-Engineering-Sustainability-Report-,2021,Development & Training,1
833,NumberOfMeetingsHeldInFY2021.RSC,5,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
834,png.total_directors,13,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
835,png.alternate_directors,1,ST-Engineering-Sustainability-Report-,2021,Board Composition,6
836,png.independent_non_executive_directors,9,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
837,png.non_independent_non_executive_directors,3,ST-Engineering-Sustainability-Report-,2021,Board Composition,6
838,png.male_directors,11,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
839,png.non_executive_directors,12,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
840,png.independent_non_executive_directors_within_non_executive,9,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
841,png.2020_Share_Plans,True,ST-Engineering-Sustainability-Report-,2021,Development & Training,7
842,PrivateSectorFY2021.BoardBasicRetainerFee,75000,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
843,AuditCommittee.Chairman,52000,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
844,OtherCommittees.Member,14000,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
845,AttendanceFees.PerBoardCommitteeMeeting,5000,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
846,AttendanceFees.PerBoardCommitteeMeetingAlternate,2500,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
847,PublicSectorNEDFeesFY2021.DeputyChairman_ChairmanExecutiveCommittee_ChairmanAuditCommittee,33750,ST-Engineering-Sustainability-Report-,2021,Board Composition,4
848,PublicSectorNEDFeesFY2021.MemberExecutiveCommittee_MemberAuditCommittee_ChairmanOtherBoardCommittees,22500,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
849,"Between $2,250,000 and $2,500,000[1].Variable cash-based incentives",41,ST-Engineering-Sustainability-Report-,2021,Development & Training,5
850,"Between $1,750,000 and $2,000,000[0].Salary",25,ST-Engineering-Sustainability-Report-,2021,Economic Performance,3
851,Risk and Sustainability Committee.Meetings in 2021,5,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
852,png.Fees_Paid_External_Auditors_2021,4.5,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,7
853,102-16.pages[0],7,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,7
854,102-18.pages[0],6,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,8
855,102-40.pages[0],10,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,8
856,102-55.pages[0],81,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,7
857,102-55.pages[1],82,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,7
858,102-55.pages[2],83,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,8
859,30_and_below.New_Hire,43,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity(existing employees by age group),4
860,30+_to_40.New_Hire,18,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity (existing employees by age group),7
861,30+_to_40.Turnover,18,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity (existing employees by age group),5
862,40+_to_50.New_Hire,12,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity (existing employees by age group),8
863,40+_to_50.Turnover,12,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity(existing employees by age group),2
864,50+_to_60.New_Hire,8,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity(existing employees by age group),7
865,50+_to_60.Turnover,7,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity(existing employees by age group),6
866,Above_60.New_Hire,5,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity(existing employees by age group),7
867,Employee_Category.Manager,11,ST-Engineering-Sustainability-Report-,2021,Management Diversity,8
868,Employee_Category.Non-executive,29,ST-Engineering-Sustainability-Report-,2021,Development & Training,7
869,Labour[0].Sustainability Report 2021 Pages[0],67,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,7
870,Labour[0].Sustainability Report 2021 Pages[1],33,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,7
871,Labour[2].Sustainability Report 2021 Page,67,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,7
872,Labour[3].Sustainability Report 2021 Pages[0],67,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,7
873,Environment[0].Sustainability Report 2021 Pages[1],13,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,7
874,Environment[0].Sustainability Report 2021 Pages[2],14,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,7
875,Environment[0].Sustainability Report 2021 Pages[3],15,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,7
876,Environment[0].Sustainability Report 2021 Pages[4],16,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,6
877,Environment[0].Sustainability Report 2021 Pages[5],17,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,7
878,Environment[0].Sustainability Report 2021 Pages[6],18,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,7
879,Environment[1].Sustainability Report 2021 Pages[0],68,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,7
880,Environment[1].Sustainability Report 2021 Pages[1],13,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,7
881,Environment[1].Sustainability Report 2021 Pages[2],14,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,7
882,Environment[1].Sustainability Report 2021 Pages[3],15,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,8
883,Environment[1].Sustainability Report 2021 Pages[4],16,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,8
884,Environment[1].Sustainability Report 2021 Pages[5],17,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,7
885,Environment[1].Sustainability Report 2021 Pages[6],18,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,8
886,Environment[2].Sustainability Report 2021 Pages[1],13,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,7
887,Environment[2].Sustainability Report 2021 Pages[7],23,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,8
888,Environment[2].Sustainability Report 2021 Pages[9],25,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,7
889,Environment[2].Sustainability Report 2021 Pages[10],26,ST-Engineering-Sustainability-Report-,2021,Assurance of Sustainability Report,5
890,Anti-Corruption[0].Principle,10,ST-Engineering-Sustainability-Report-,2021,Ethical Behaviour,9
891,Anti-Corruption[0].Sustainability Report 2021 Pages[0],67,ST-Engineering-Sustainability-Report-,2021,Ethical Behaviour,7
892,Anti-Corruption[0].Sustainability Report 2021 Pages[1],53,ST-Engineering-Sustainability-Report-,2021,Ethical Behaviour,5
893,Anti-Corruption[0].Sustainability Report 2021 Pages[2],54,ST-Engineering-Sustainability-Report-,2021,Ethical Behaviour,7
894,Anti-Corruption[0].Sustainability Report 2021 Pages[3],77,ST-Engineering-Sustainability-Report-,2021,Ethical Behaviour,8
895,Anti-Corruption[0].Sustainability Report 2021 Pages[4],78,ST-Engineering-Sustainability-Report-,2021,Ethical Behaviour,8
